,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
64394,2014,Chevrolet,Express Cargo,2500,Van,automatic,1gcwggfa5e1189941,md,41.0,16691.0,white,gray,enterprise veh exchange/rental,22400.0,22200.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
460239,2014,Subaru,Legacy,2.5i Limited PZEV,Sedan,automatic,4s3bmbm67e3035261,mi,5.0,48652.0,white,tan,ge fleet services for itself/servicer,19650.0,20000.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
222676,2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba3cc079389,fl,38.0,41736.0,silver,gray,lexus financial services,26500.0,27200.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
128350,2007,GMC,Yukon,SLE,SUV,automatic,1gkfc13097r296777,fl,28.0,71464.0,gold,beige,tdaf remarketing,17100.0,16900.0,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
319308,2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv8bw277937,il,25.0,28812.0,black,black,emkay inc,13450.0,12500.0,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
353159,2009,Kia,Spectra,EX,Sedan,automatic,knafe222495640263,wa,27.0,79669.0,silver,gray,heartland toyota scion,4250.0,4700.0,Wed Feb 25 2015 05:05:00 GMT-0800 (PST)
81619,2012,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wddlj7db5ca016150,ca,43.0,37161.0,burgundy,beige,calstar motors inc,43600.0,42250.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
47386,2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n65s212585,fl,27.0,149018.0,silver,black,remarketing by ge/drivetime,4500.0,3500.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
522635,2012,Honda,Civic,EX,sedan,automatic,19xfb2f86ce355084,pa,21.0,32502.0,red,gray,ahfc/honda lease trust/hvt  inc. eot,11600.0,10500.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
119390,2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et2ekd75997,ca,37.0,29287.0,white,gray,ars/express car and truck rental inc,27300.0,28800.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
493737,2001,Toyota,4Runner,SR5,suv,automatic,jt3hn86r110354060,md,34.0,342661.0,green,gray,kia of waldorf,1575.0,2300.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
130698,2014,Ford,Expedition,King Ranch,SUV,automatic,1fmju1j53eef63770,fl,5.0,3621.0,—,brown,ford motor credit company,41400.0,42200.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
473734,2013,Hyundai,Elantra GT,Base,hatchback,automatic,kmhd35lexdu064280,tx,48.0,24212.0,red,beige,hyundai motor finance,12950.0,12700.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
337473,2002,Pontiac,Grand Prix,GTP,Coupe,automatic,1g2wr12132f204551,va,19.0,158739.0,white,brown,credit acceptance corp/vrs/southfield,1875.0,800.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
345177,2014,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap4ec455603,tn,42.0,20203.0,—,black,nissan north america inc.,21200.0,21000.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
184913,2009,Dodge,Caliber,SE,Wagon,automatic,1b3hb28a49d258776,md,3.0,83566.0,red,black,credit acceptance corp/vrs/southfield,4900.0,4700.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
136754,2005,,,,,automatic,jf1sg69655h704983,ca,33.0,90469.0,red,gray,claremont volkswagen,7300.0,6800.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
493000,2008,Dodge,Avenger,SXT,sedan,automatic,1b3lc56rx8n625593,sc,35.0,117227.0,black,gray,rick hendrick chevrolet,4100.0,5300.0,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
331707,2001,Acura,MDX,Touring,SUV,automatic,2hnyd186x1h509798,tx,28.0,192289.0,black,black,pm standley motorcars,2925.0,2700.0,Wed Feb 18 2015 02:20:00 GMT-0800 (PST)
102936,2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg9dr671614,ca,41.0,106398.0,gray,black,wholesale motor sales inc,8725.0,8800.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
383391,2011,Jeep,Liberty,Sport,SUV,automatic,1j4pn2gk9bw557583,md,46.0,74780.0,black,black,ge fleet services for itself/servicer,11450.0,11500.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
297271,2007,Pontiac,Solstice,GXP,Convertible,automatic,1g2mg35x47y137513,nc,29.0,72684.0,gray,black,gm financial,7025.0,8500.0,Tue Feb 17 2015 01:15:00 GMT-0800 (PST)
195262,2008,Nissan,Quest,3.5 S,Minivan,automatic,5n1bv28u38n112850,fl,26.0,83014.0,blue,gray,capital one auto finance,9750.0,7800.0,Wed Jan 28 2015 01:10:00 GMT-0800 (PST)
326728,2012,Mitsubishi,Outlander,SE,SUV,automatic,ja4as3aw9cu004431,fl,19.0,53086.0,brown,gray,td auto finance,11650.0,8600.0,Tue Feb 17 2015 01:00:00 GMT-0800 (PST)
476911,2006,Nissan,Xterra,S,suv,automatic,5n1an08w16c549661,ga,33.0,84491.0,gray,gray,innovative auto llc,7275.0,8200.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
337105,2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18268s513612,sc,24.0,103681.0,black,gray,pee dee auto buyers,11500.0,13500.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
464082,2000,Volkswagen,Cabrio,GLS,Convertible,automatic,3vwdc21v6ym806252,mo,19.0,68491.0,white,black,baxter ford inc,1200.0,1400.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
8273,2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdka3dc8cs012961,in,3.0,83134.0,gray,gray,quality auto wholesale llc,14400.0,12500.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
258393,2010,Ford,F-150,FX4,SuperCrew,automatic,1ftfw1ev1afc58657,mi,27.0,80819.0,blue,gray,automobiles paille inc,19750.0,17300.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
98900,2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5bm508914,ca,35.0,22722.0,gray,black,nissan infiniti lt,20400.0,20500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
108125,2013,Ford,Edge,SEL,SUV,automatic,2fmdk4jc9dbb14770,nj,41.0,88390.0,black,gray,wheels exchange llc,19700.0,15000.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
158082,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dn466995,il,24.0,51353.0,black,black,nissan dealer blend/avis rent a car,12400.0,12000.0,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
290595,1996,Toyota,Camry,DX,Sedan,automatic,4t1bg12k6tu823906,md,1.0,222544.0,burgundy,gray,autonation honda dulles,525.0,700.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
428397,2014,Ram,1500,Tradesman,Regular Cab,automatic,3c6jr7at4eg127338,fl,34.0,3009.0,silver,gray,chrysler capital,24200.0,23000.0,Wed Jun 03 2015 02:05:00 GMT-0700 (PDT)
328535,2007,Volvo,S40,2.4i,Sedan,manual,yv1ms382872260769,ca,1.0,120049.0,black,gray,kearny pearson kia,3875.0,2100.0,Wed Mar 04 2015 05:30:00 GMT-0800 (PST)
171932,2014,Infiniti,Q50,Sport,Sedan,automatic,jn1bv7ar7em699596,tn,45.0,13702.0,black,black,nissan north america inc.,35500.0,36800.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
179588,2014,Mazda,Mazda6,i Sport,Sedan,automatic,jm1gj1u63e1136270,tn,37.0,22411.0,white,black,sullivan auto group llc,16650.0,15400.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
191394,2002,Infiniti,Q45,Base,Sedan,automatic,jnkbf01a72m002997,nc,21.0,267171.0,silver,gray,primeritus remarketing/hjas,450.0,1400.0,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
447559,2012,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbb63c3030753,nj,25.0,22379.0,—,black,wheels exchange llc,15300.0,10000.0,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
374601,2012,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee8cc803125,ga,28.0,44241.0,silver,black,santander consumer,11950.0,11500.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
172625,2013,Lincoln,Navigator,Base,SUV,automatic,5lmjj2j55del06863,pa,38.0,41075.0,black,—,avis corporation,32100.0,34000.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
408935,2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e3xd1218841,tx,38.0,55758.0,red,black,the hertz corporation,10600.0,10500.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
326705,2012,Mitsubishi,Galant,ES,Sedan,automatic,4a32b3ff1ce012159,la,4.0,58171.0,white,black,u save auto rental,8075.0,8900.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
407940,2005,Pontiac,G6,GT,Sedan,automatic,1g2zh528554175476,mi,25.0,109837.0,silver,black,go financial,3500.0,2100.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
166120,2003,Ford,Econoline Cargo,E-250,Van,automatic,1ftne24293ha51811,tx,29.0,166190.0,blue,silver,ge fleet services for itself/servicer,2400.0,3800.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
174053,2000,Honda,Civic,EX,Coupe,automatic,1hgej8240yl038339,fl,19.0,118711.0,green,gray,courtesy kia of brandon,1700.0,2600.0,Thu Jan 22 2015 08:20:00 GMT-0800 (PST)
320232,2007,Audi,S4,quattro,Sedan,automatic,waugl78e67a236362,wa,27.0,75463.0,black,black,haselwood chevrolet cadillac buick pontiac gmc,15950.0,14700.0,Wed Feb 18 2015 05:15:00 GMT-0800 (PST)
138556,2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab5cn141664,nc,26.0,51428.0,silver,black,santander consumer,8675.0,8300.0,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
5749,2014,Mazda,Mazda6,i Touring,Sedan,automatic,jm1gj1v61e1155785,ca,41.0,16411.0,red,black,mazda motors of america inc.,18800.0,18000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
9166,2011,Dodge,Challenger,Base,Coupe,automatic,2b3cj4dg0bh524659,ga,5.0,40268.0,black,black,germain toyota of sarasota,16150.0,16700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
140889,2012,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f85ca117865,nv,43.0,15940.0,silver,black,honda r&d americas inc,15950.0,18000.0,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
187426,2000,Ford,Mustang,GT,Convertible,automatic,1fafp45x2yf302925,ga,28.0,149055.0,red,black,mall of georgia mazda,1875.0,3300.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
431546,2013,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj7dm204765,mo,39.0,21087.0,silver,black,ford motor credit company llc,9425.0,9600.0,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
117353,2006,Porsche,Cayenne,S,SUV,automatic,wp1ab29p76la69347,pa,2.0,126226.0,blue,gray,credit acceptance corp/vrs/southfield,10250.0,7200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
323224,2006,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07a46n576098,ca,33.0,99150.0,black,purple,bmw of murrieta,8575.0,10700.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
183668,2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5cc802935,nj,39.0,30448.0,white,black,nissan-infiniti lt,17700.0,19000.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
143135,2007,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wu58r679410065,va,31.0,81578.0,white,beige,superior wholesalers inc,7200.0,7000.0,Thu Jan 15 2015 01:35:00 GMT-0800 (PST)
5100,1999,BMW,5 Series,540i,Sedan,,wbadn5349xgc93073,ca,2.0,133772.0,white,beige,apexcars net,3725.0,1200.0,Wed Jan 07 2015 07:10:00 GMT-0800 (PST)
70805,2010,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5eb3af255657,nc,21.0,117795.0,white,gray,consolidated asset recovery systems  inc.,5750.0,4600.0,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
347090,2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar0bm408477,mo,49.0,32333.0,gray,black,nissan infiniti lt,18200.0,18400.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
382839,2012,Ford,Escape,XLT,SUV,automatic,1fmcu9d70ckb61109,mn,47.0,29628.0,silver,black,ford-lincoln dealer program,16750.0,17600.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
205579,2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u6y0161787,wa,4.0,180128.0,gold,gray,remarketing by ge/archibalds inc,3575.0,3000.0,Wed Jan 28 2015 04:00:00 GMT-0800 (PST)
298938,2014,Kia,Soul,Base,Wagon,automatic,kndjn2a24e7004648,fl,37.0,34805.0,gray,black,kia motors finance,11200.0,12500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
321728,1998,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g4w5037146,ca,2.0,999999.0,gray,beige,800 loan mart,650.0,350.0,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
446519,2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f39ca029096,pa,41.0,45506.0,blue,black,gateway car dealer inc,11350.0,11500.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
466474,2013,Scion,FR-S,Base,coupe,automatic,jf1znaa17d2705142,nj,21.0,33098.0,gray,black,toyota financial services,17500.0,15900.0,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
138146,2013,Ford,F-150,FX2,SuperCab,automatic,1ftfx1cf1dkd00085,az,35.0,12150.0,red,black,scottsdale motor company llc,22600.0,26750.0,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
557463,2013,Ford,Edge,SE,suv,automatic,2fmdk3g95dbc49881,fl,49.0,36471.0,black,black,ge fleet services for itself/servicer,15600.0,16100.0,Fri Jun 19 2015 02:15:00 GMT-0700 (PDT)
163400,2005,Mercury,Grand Marquis,LS Ultimate,Sedan,automatic,2mefm75w55x634657,sc,29.0,107309.0,silver,gray,hendrick honda of charleston,3225.0,3600.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
58803,2005,Chrysler,PT Cruiser,Touring,Convertible,automatic,3c3ey55e55t284787,nj,2.0,105113.0,blue,black,wells fargo dealer services,2150.0,1500.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
179240,1999,,,,,automatic,2p4fp25b4xr214724,va,19.0,1.0,green,gray,cowles ford inc,1100.0,300.0,Thu Jan 29 2015 01:50:00 GMT-0800 (PST)
128173,2007,Chevrolet,Malibu,LT,Sedan,automatic,1g1zt58f07f139615,ca,29.0,106620.0,gray,black,onemain rem/delta dealer,3850.0,5000.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
63158,2012,Lexus,GX 460,Base,SUV,automatic,jtjbm7fx2c5041986,fl,42.0,55887.0,white,beige,firkins chrysler jeep dodge,35100.0,36300.0,Tue Jan 06 2015 08:00:00 GMT-0800 (PST)
154725,2007,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58k679329253,nj,2.0,122186.0,silver,gray,wells fargo dealer services-tra,4000.0,1300.0,Wed Jan 21 2015 04:00:00 GMT-0800 (PST)
545193,2013,Kia,Optima,EX,sedan,automatic,5xxgn4a72dg237337,ma,43.0,7656.0,brown,tan,capital one auto finance,16750.0,16000.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
244823,2007,Honda,CR-V,EX-L,SUV,automatic,jhlre38707c002175,fl,19.0,113213.0,gold,tan,us bank,8900.0,7600.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
33626,2013,Kia,Soul,+,Wagon,automatic,kndjt2a60d7760999,pa,,18577.0,beige,—,auto progress inc,13650.0,12500.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
109033,2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d42ba702956,ca,49.0,34876.0,gray,black,jpmorgan chase bank n.a.,37200.0,39500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
290496,1999,Isuzu,Amigo,S,SUV,automatic,4s2ck57w1x4357189,fl,39.0,174211.0,silver,gray,autonation nissan orange park,750.0,1600.0,Tue Feb 10 2015 10:00:00 GMT-0800 (PST)
184170,2011,Ford,Ranger,XL,SuperCab,automatic,1ftkr1ed1bpa17495,mo,2.0,101940.0,blue,gray,sutton leasing inc,6900.0,5700.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
43665,2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxbt007884,ca,37.0,43035.0,white,gray,nissan-infiniti lt,8975.0,9500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
278773,2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3bh269082,ma,35.0,43425.0,black,black,primeritus remarketing/american eagle fcu,10150.0,8600.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
476005,2011,Ford,F-150,XLT,supercrew,automatic,1ftfw1cf6bkd77096,nc,37.0,114988.0,beige,beige,ge fleet services for itself/servicer,15300.0,14400.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
234971,2014,Ford,Expedition,XLT,SUV,automatic,1fmju1j5xeef46447,il,44.0,33873.0,white,tan,avis budget group,30900.0,30900.0,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
334666,2006,,,,,automatic,2fafp71w86x159592,tx,19.0,123282.0,white,silver,woodhouse sioux city inc,1550.0,3100.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
544403,2013,Ford,Escape,SE,suv,automatic,1fmcu9gx0dub02613,in,42.0,59878.0,green,gray,ge fleet services for itself/servicer,13450.0,14700.0,Wed Jun 17 2015 06:30:00 GMT-0700 (PDT)
307940,2007,GMC,Yukon,Denali,SUV,,1gkfk63837j275427,mi,37.0,122097.0,blue,black,platinum motor cars,15400.0,15000.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
12340,2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f58ah568866,ga,33.0,74868.0,white,beige,ahfc/honda lease trust/hvt  inc.,8125.0,8300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
8178,2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk8cu571072,tn,36.0,12895.0,white,black,toyota financial services,15550.0,14900.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
406662,2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb5f1199463,ca,38.0,13166.0,silver,black,volvo na rep/world omni,32600.0,32000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
156439,2014,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1ef2ekd53847,ga,49.0,30052.0,white,beige,ford motor credit company,33600.0,33800.0,Mon Jan 26 2015 02:00:00 GMT-0800 (PST)
306448,2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2dh641594,fl,26.0,42200.0,silver,gray,avis corporation,12100.0,11800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
360378,2007,Ford,Escape,XLS,SUV,automatic,1fmyu02z67ka30472,fl,27.0,142203.0,white,gray,westlake financial services,3525.0,3900.0,Thu Feb 26 2015 07:00:00 GMT-0800 (PST)
160383,2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58k981206983,mn,19.0,116830.0,red,gray,auto advantage finance,4775.0,4400.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
243125,2011,GMC,Yukon,SLT,SUV,automatic,1gks2ce00br133843,or,41.0,51916.0,white,tan,mercedes benz of eugene,25300.0,33000.0,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
357816,2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae0du451705,wa,42.0,35515.0,red,gray,dollar rac/seattle,9700.0,10000.0,Wed Feb 25 2015 04:55:00 GMT-0800 (PST)
313929,2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk5eu793457,fl,48.0,16934.0,white,black,toyota motor sales usa inc/program,16450.0,16800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
72112,2006,Chevrolet,TrailBlazer EXT,LS,SUV,automatic,1gnes16s166153367,pa,25.0,106943.0,beige,tan,fiserv/security national automotive accept corp,4500.0,3500.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
185287,2008,Ford,Edge,Limited,SUV,automatic,2fmdk49c48bb49887,mi,39.0,95319.0,silver,black,automobiles paille inc,10900.0,10100.0,Thu Jan 22 2015 01:30:00 GMT-0800 (PST)
125617,2011,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1et1bfd22177,fl,41.0,44062.0,gray,black,ford motor credit company llc,28700.0,30100.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
272390,2013,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke78dr245710,md,38.0,63504.0,white,black,the hertz corporation,30500.0,31600.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
272615,2013,Ford,C-Max Energi,SEL,Wagon,automatic,1fadp5cu4dl509799,tn,46.0,94414.0,—,black,ge fleet services for itself/servicer,8175.0,8800.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
402870,2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c52cl667781,fl,27.0,54660.0,black,black,tdaf remarketing,31200.0,30000.0,Tue Mar 10 2015 02:00:00 GMT-0700 (PDT)
237380,2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb6d7148963,il,36.0,55427.0,gray,black,the hertz corporation,10150.0,10700.0,Tue Feb 10 2015 03:15:00 GMT-0800 (PST)
364370,2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sbxe7369070,il,48.0,16524.0,silver,gray,gm remarketing,12600.0,12800.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
532494,2014,Mitsubishi,Outlander,ES,suv,automatic,ja4ad2a37ez006677,ga,35.0,42623.0,black,black,gm financial,12300.0,12700.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
171752,1998,BMW,Z3,2.8,Convertible,manual,4uscj3324wlc11554,ga,36.0,52131.0,white,tan,carworks inc,6125.0,6100.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
279969,2007,Chevrolet,Malibu,LT,Sedan,automatic,1g1zt57f57f166780,mo,19.0,127866.0,black,gray,coastal credit llc/virginia beach/virginia beac,3550.0,1800.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
470202,2010,Kia,Sportage,LX,suv,automatic,kndkg3a43a7702345,wa,28.0,49124.0,silver,black,toyota financial services,10150.0,9600.0,Wed Jun 03 2015 06:45:00 GMT-0700 (PDT)
71664,2008,Suzuki,SX4,Sport,Sedan,automatic,js2yc415785107501,pr,28.0,102205.0,beige,black,oriental bank,2500.0,2800.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
496135,2012,Nissan,Sentra,2.0 SR,sedan,,3n1ab6apxcl710062,pa,34.0,37270.0,white,gray,nissan-infiniti lt,9750.0,9800.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
473681,2013,Ford,Explorer,XLT,suv,automatic,1fm5k8d80dga03973,mi,46.0,16198.0,silver,black,ars-cpo,28700.0,27000.0,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
402716,2004,Subaru,Impreza,WRX STi,Sedan,manual,jf1gd70604l506731,md,19.0,123866.0,black,blue,autonation buick gmc laurel,10500.0,11000.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
418638,2014,Chevrolet,Camaro,SS,Coupe,automatic,2g1fk1ej4e9235552,tx,26.0,30463.0,silver,black,avis corporation,27200.0,25200.0,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
229921,2007,Ford,Five Hundred,SEL,Sedan,automatic,1fahp24127g161597,ca,23.0,154655.0,beige,tan,first credit finance,2325.0,2250.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
272250,2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap2fl809436,tn,41.0,20689.0,red,black,regional acceptance corporation / greenville,9775.0,10900.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
43970,2010,Chevrolet,Cobalt,LT,Sedan,automatic,1g1ad5f53a7127867,tn,19.0,64162.0,silver,gray,santander consumer,5800.0,3200.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
4413,2005,lexus,gx,470,,automatic,jtjbt20x450085499,ca,29.0,167124.0,white,beige,nationwide remarketing,11200.0,9100.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
23531,2005,Volkswagen,Jetta,GLS,Sedan,automatic,3vwsk69m15m026927,tx,,176940.0,silver,black,durant toyota,2000.0,2500.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
153457,2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap6bc840804,fl,33.0,50586.0,gray,black,nissan-infiniti lt,15600.0,14200.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
517154,2012,Jeep,Compass,Limited,suv,automatic,1c4njdcb0cd623901,wi,42.0,35952.0,red,beige,ari,16450.0,17600.0,Wed Jun 10 2015 03:00:00 GMT-0700 (PDT)
316169,2009,Suzuki,SX4,LE,Sedan,automatic,js2yc412096201981,pr,26.0,84273.0,silver,black,oriental bank,3175.0,3000.0,Thu Feb 19 2015 03:30:00 GMT-0800 (PST)
51968,2013,Ram,1500,Tradesman,Quad Cab,automatic,1c6rr6fp6ds644608,tx,33.0,13776.0,black,gray,chrysler capital,18050.0,16100.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
445779,2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap7dc119909,fl,4.0,25300.0,brown,beige,nissan-infiniti lt,14100.0,14400.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
391049,2009,Jeep,Grand Cherokee,SRT-8,SUV,automatic,1j8hr78w79c557941,tx,42.0,49283.0,red,gray,brunson auto sales,30000.0,32400.0,Wed Mar 04 2015 02:20:00 GMT-0800 (PST)
208062,2012,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h67cb030154,fl,5.0,65525.0,gray,gray,southeastern honda,20200.0,22200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
435348,2004,Ford,F-150,FX4,SuperCab,,1ftpx14524na48646,ga,19.0,187959.0,black,black,asbury automotive group,3775.0,5500.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
501346,2011,Chevrolet,Silverado 1500,LS,extended cab,automatic,1gcrkrea2bz205423,oh,32.0,65767.0,white,black,exceptional motorcar llc,17250.0,22700.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
108705,2012,Infiniti,M,M37x,Sedan,automatic,jn1by1arxcm391341,nj,44.0,42601.0,gray,beige,nissan infiniti lt,24900.0,24250.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
